code	name	field of ed
SRCCRD002B	Apply the principles of community development to community recreation work	080509
SRCCRD003A	Promote access, equity and diversity in community recreation	080509
SRCCRD003B	Promote access, equity and diversity in community recreation	080509
SRCCRD004A	Facilitate community development through recreation initiatives	090309
SRCCRD004B	Facilitate community development through recreation initiatives	090309
SRCCRD005A	Apply the principles and issues of volunteering	120505
SRCCRD005B	Apply the principles and issues of volunteering	120505
SRCCRD006A	Implement community inclusion processes for people with a disability	090309
SRCCRD006B	Implement community inclusion processes for people with a disability	090309
SRCCRD007A	Develop recreation programs	080301
SRCCRD007B	Develop recreation programs	080301
SRCCRD008A	Work effectively with government and other key stakeholders	120505
SRCCRD008B	Work effectively with government and other key stakeholders	120505
SRCCRO001A	Assist with recreation games not requiring equipment	092199
SRCCRO001B	Assist with recreation games not requiring equipment	092199
SRCCRO002A	Respond to clients at risk	090599
SRCCRO002B	Respond to clients at risk	090599
SRCCRO003A	Apply point of sale handling procedures in a recreation setting	080501
SRCCRO003B	Apply point of sale handling procedures in a recreation setting	080501
SRCCRO004A	Work within a budget for a recreation initiative or program	080399
SRCCRO004B	Work within a budget for a recreation initiative or program	080399
SRCCRO005A	Develop a budget for a recreation initiative	080399
SRCCRO005B	Develop a budget for a recreation initiative	080399
SRCCRO006A	Organise travel for participants and equipment	080701
SRCCRO006B	Organise travel for participants and equipment	080701
SRCCRO007A	Operate in accordance with accepted instructional practices, styles and legal and ethical responsibi	092103
SRCCRO007B	Operate in accordance with accepted instructional practices, styles and legal and ethical responsibi	092103
SRCCRO008A	Interact positively with infants, toddlers and parents in a recreation environment	120301
SRCCRO008B	Interact positively with infants, toddlers and parents in a recreation environment	120301
SRCCRO009A	Conduct a recreation program for older persons	092199
SRCCRO009B	Conduct a recreation program for older persons	092199
SRCCRO010A	Conduct a recreation program for people with a disability	092199
SRCCRO010B	Conduct a recreation program for people with a disability	092199
SRCCRO011A	Implement a sales system for a recreation facility or organisation	080501
SRCCRO011B	Implement a sales system for a recreation facility or organisation	080501
SRCCRO012A	Manage contracts	080101
SRCCRO012B	Manage contracts	080101
SRCDAN001A	Utilise effective teaching methods in a community, social and/or recreational dance context	070199
SRCDAN002A	Maintain safe dance practice when teaching in a community, social and/or recreational dance context	070199
SRCDAN003A	Maintain professional practice when teaching in a community, social and/or recreational dance contex	070199
SRCRCD001A	Utilise effective recreational dance instruction methods	092199
SRCRCD002A	Maintain safe recreational dance practice	069903
SRCRCD003A	Utilise effective recreational dance analysis skills	100105
SRCSDF001A	Instruct the basic skills of unarmed self-defence	092103
SRCSDF001B	Instruct the basic skills of unarmed self-defence	092103
SRCSDF002A	Instruct the application of basic unarmed self-defence skills against an opponent	092103
SRCSDF002B	Instruct the application of the basic skills of unarmed self-defence against an opponent	092103
SRCSDF003A	Instruct the intermediate skills of unarmed self-defence	092103
SRCSDF003B	Instruct the intermediate skills of unarmed self-defence	092103
SRFAER001A	Plan and instruct a group exercise class	092103
SRFAER002A	Customise group instructional skills to include specific group fitness activities current in the fit	092103
SRFAHN001A	Make referrals and work collaboratively with allied health professionals where appropriate	092103
SRFAHN002A	Receive and respond to rehabilitation referrals from allied health professionals	092103
SRFAQA001A	Instruct water based fitness classes for the general population	092103
SRFAQA001B	Instruct water based fitness classes for low risk clients	092103
SRFAQA002A	Instruct water based fitness activities for specific populations and those with specific fitness goa	092103
SRFAQA002B	Instruct water based fitness activities for moderate risk clients and those with specific fitness go	092103
SRFCFP001A	Deliver an approved community fitness program to promote wellbeing	092103
SRFCHA001A	Plan and deliver exercise for children and young adolescents	092103
SRFCTC001A	Plan and instruct a circuit training class	092103
SRFETP001A	Plan and instruct an endurance training program	092103
SRFFIT001A	Provide orientation to clients prior to undertaking a fitness program	092103
SRFFIT001B	Provide orientation to clients prior to undertaking a fitness program	092103
SRFFIT002A	Apply basic exercise science to fitness activities	092103
SRFFIT003A	Undertake client induction and screening	092103
SRFFIT003B	Undertake client induction and screening	092103
SRFFIT004A	Develop basic fitness programs	092103
SRFFIT004B	Develop basic fitness programs	092103
SRFFIT005A	Apply basic exercise science to exercise instruction	010913
SRFFIT005B	Apply basic exercise science to exercise instruction	010913
SRFFIT006A	Use and maintain core fitness industry equipment	030717
SRFFIT006B	Use and maintain core fitness industry equipment	030717
SRFFIT007A	Undertake advanced exercise planning and programming	092103
SRFFIT007B	Undertake relevant exercise planning and programming	092103
SRFFIT008A	Utilise a broad knowledge of exercise science in exercise planning, programming and instruction	010913
SRFFIT008B	Utilise a broad knowledge of exercise science in exercise planning, programming and instruction	010913
SRFFIT009A	Undertake postural screening and appraisal	010913
SRFFIT009B	Undertake postural appraisal of low risk clients	010913
SRFFIT010A	Utilise a broad range of fitness equipment	030717
